"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","LBY.BCA_NGDPD.A","OBS_VALUE","Libya","Current account balance (credit less debit), Percent of GDP","Annual","Units","14.702","6.700","-10.212","11.364","22.248","4.241","-4.437","-3.769"
"IMF.RES:WEO(9.0.0)","MWI.NGDPDPC.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","501.113","543.685","567.590","580.923","567.203","591.286","504.220","625.486"
"IMF.RES:WEO(9.0.0)","MDG.PCPIPCH.A","OBS_VALUE","Madagascar, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","8.598","5.623","4.188","5.819","8.157","9.861","7.640","8.037"
"IMF.RES:WEO(9.0.0)","MWI.LP.A","OBS_VALUE","Malawi","Population, Persons for countries / Index for country groups","Annual","Millions","19.721","20.289","20.873","21.474","22.093","22.729","23.384","24.057"
"IMF.RES:WEO(9.0.0)","MDG.LP.A","OBS_VALUE","Madagascar, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","25.674","26.525","27.340","28.178","28.961","29.766","30.594","31.444"
"IMF.RES:WEO(9.0.0)","LBR.PCPIPCH.A","OBS_VALUE","Liberia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","23.547","26.969","16.953","7.816","7.593","10.094","8.215","8.316"
"IMF.RES:WEO(9.0.0)","LSO.PCPIPCH.A","OBS_VALUE","Lesotho, Kingdom of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.747","4.930","5.416","6.450","8.155","6.507","5.191","4.375"
"IMF.RES:WEO(9.0.0)","CIV.PCPIPCH.A","OBS_VALUE","Côte d'Ivoire","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.616","0.770","2.288","4.182","5.239","4.437","3.443","0.125"
"IMF.RES:WEO(9.0.0)","LBR.NGDPDPC.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","677.356","623.887","589.810","667.170","739.665","799.279","851.188","910.094"
"IMF.RES:WEO(9.0.0)","LBR.LP.A","OBS_VALUE","Liberia","Population, Persons for countries / Index for country groups","Annual","Millions","4.819","4.937","5.149","5.259","5.373","5.493","5.613","5.731"
"IMF.RES:WEO(9.0.0)","LSO.NGDPDPC.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1132.268","1051.587","935.912","1080.365","995.010","963.377","1075.413","1206.282"
"IMF.RES:WEO(9.0.0)","MLI.LP.A","OBS_VALUE","Mali","Population, Persons for countries / Index for country groups","Annual","Millions","20.442","21.068","21.714","22.389","23.073","23.769","24.497","25.247"
"IMF.RES:WEO(9.0.0)","KEN.PCPIPCH.A","OBS_VALUE","Kenya","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.690","5.240","5.290","6.109","7.648","7.675","4.496","4.068"
"IMF.RES:WEO(9.0.0)","MUS.PCPIPCH.A","OBS_VALUE","Mauritius","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.231","0.454","2.520","4.039","10.785","7.045","3.599","3.682"
"IMF.RES:WEO(9.0.0)","MUS.BCA_NGDPD.A","OBS_VALUE","Mauritius","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.769","-4.977","-8.884","-13.096","-11.112","-2.989","-6.433","-6.418"
"IMF.RES:WEO(9.0.0)","MRT.PCPIPCH.A","OBS_VALUE","Mauritania, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.053","2.306","2.382","3.558","9.553","4.949","2.493","1.552"
"IMF.RES:WEO(9.0.0)","MAR.NGDPDPC.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3615.592","3622.679","3375.438","3911.053","3579.092","3945.134","4297.716","4841.625"
"IMF.RES:WEO(9.0.0)","MLI.NGDPDPC.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","998.811","974.017","956.837","1030.010","981.994","1044.072","1093.078","1190.230"
"IMF.RES:WEO(9.0.0)","LBY.LP.A","OBS_VALUE","Libya","Population, Persons for countries / Index for country groups","Annual","Millions","6.849","6.951","7.045","7.135","7.224","7.306","7.381","7.457"
"IMF.RES:WEO(9.0.0)","MDG.NGDPDPC.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","535.948","531.750","477.375","509.430","529.747","538.751","575.042","621.923"
"IMF.RES:WEO(9.0.0)","LBY.NGDPDPC.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11195.934","9960.728","6655.841","4935.573","5991.494","6016.949","6685.901","5998.587"
"IMF.RES:WEO(9.0.0)","MWI.BCA_NGDPD.A","OBS_VALUE","Malawi","Current account balance (credit less debit), Percent of GDP","Annual","Units","-12.044","-12.611","-14.092","-15.220","-18.198","-15.638","-18.478","-16.471"
"IMF.RES:WEO(9.0.0)","MWI.PCPIPCH.A","OBS_VALUE","Malawi","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","9.215","9.378","8.639","9.343","20.839","28.799","32.162","28.381"
"IMF.RES:WEO(9.0.0)","LBY.PCPIPCH.A","OBS_VALUE","Libya","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","13.170","-2.162","1.447","2.868","4.510","2.373","2.126","1.842"
"IMF.RES:WEO(9.0.0)","MOZ.PCPIPCH.A","OBS_VALUE","Mozambique, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.167","5.687","0.930","6.620","10.369","6.996","3.202","4.368"
"IMF.RES:WEO(9.0.0)","NER.BCA_NGDPD.A","OBS_VALUE","Niger","Current account balance (credit less debit), Percent of GDP","Annual","Units","-12.681","-12.173","-13.192","-14.066","-16.174","-13.878","-5.627","-4.993"
"IMF.RES:WEO(9.0.0)","NGA.BCA_NGDPD.A","OBS_VALUE","Nigeria","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.226","-2.048","-2.670","-0.534","0.158","1.318","6.828","5.121"
"IMF.RES:WEO(9.0.0)","MOZ.NGDPDPC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","510.380","512.216","456.582","504.038","572.757","617.189","652.507","623.378"
"IMF.RES:WEO(9.0.0)","MOZ.BCA_NGDPD.A","OBS_VALUE","Mozambique, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-29.467","-16.138","-26.521","-21.193","-33.716","-10.550","-10.961","-14.213"
"IMF.RES:WEO(9.0.0)","MUS.NGDPDPC.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11724.356","11488.519","9083.220","9146.437","10316.847","11295.989","12032.291","12977.165"
"IMF.RES:WEO(9.0.0)","MAR.BCA_NGDPD.A","OBS_VALUE","Morocco","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.883","-3.421","-1.166","-2.344","-3.549","-1.048","-1.160","-2.079"
"IMF.RES:WEO(9.0.0)","MAR.LP.A","OBS_VALUE","Morocco","Population, Persons for countries / Index for country groups","Annual","Millions","35.220","35.587","35.952","36.313","36.670","37.022","37.370","37.712"
"IMF.RES:WEO(9.0.0)","MLI.PCPIPCH.A","OBS_VALUE","Mali","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.912","-3.030","0.481","3.808","9.734","2.059","3.176","2.300"
"IMF.RES:WEO(9.0.0)","MRT.LP.A","OBS_VALUE","Mauritania, Islamic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","3.970","4.058","4.147","4.240","4.334","4.430","4.529","4.629"
"IMF.RES:WEO(9.0.0)","MRT.NGDPDPC.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1882.203","1945.050","2040.677","2152.336","2206.776","2420.630","2429.744","2654.683"
"IMF.RES:WEO(9.0.0)","MRT.BCA_NGDPD.A","OBS_VALUE","Mauritania, Islamic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-13.057","-10.529","-6.809","-8.573","-14.890","-8.722","-9.446","-5.836"
"IMF.RES:WEO(9.0.0)","NGA.PCPIPCH.A","OBS_VALUE","Nigeria","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","12.095","11.396","13.246","16.953","18.847","24.660","33.242","23.007"
"IMF.RES:WEO(9.0.0)","STP.NGDPDPC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1840.572","1949.978","2187.545","2381.406","2412.104","3013.902","3516.866","4085.176"
"IMF.RES:WEO(9.0.0)","ZWE.LP.A","OBS_VALUE","Zimbabwe","Population, Persons for countries / Index for country groups","Annual","Millions","14.968","15.268","15.582","15.904","16.229","16.624","16.992","17.360"
"IMF.RES:WEO(9.0.0)","RWA.PCPIPCH.A","OBS_VALUE","Rwanda","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.355","2.417","7.733","0.828","13.882","14.029","4.769","7.036"
"IMF.RES:WEO(9.0.0)","STP.BCA_NGDPD.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-12.942","-12.778","-11.193","-13.056","-14.512","-12.294","-2.226","-6.301"
"IMF.RES:WEO(9.0.0)","NER.PCPIPCH.A","OBS_VALUE","Niger","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.757","-2.522","2.901","3.835","4.232","3.696","9.069","-4.561"
"IMF.RES:WEO(9.0.0)","MOZ.LP.A","OBS_VALUE","Mozambique, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","29.424","30.286","31.178","32.077","32.970","33.897","34.858","35.835"
"IMF.RES:WEO(9.0.0)","NER.LP.A","OBS_VALUE","Niger","Population, Persons for countries / Index for country groups","Annual","Millions","22.443","23.311","24.207","25.131","26.084","27.066","28.080","29.126"
"IMF.RES:WEO(9.0.0)","NER.NGDPDPC.A","OBS_VALUE","Niger","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","570.983","554.124","568.606","593.802","592.621","621.040","707.470","749.709"
"IMF.RES:WEO(9.0.0)","MAR.PCPIPCH.A","OBS_VALUE","Morocco","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.600","0.197","0.688","1.366","6.641","6.137","0.935","0.758"
"IMF.RES:WEO(9.0.0)","NGA.NGDPDPC.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2897.926","3189.809","2797.831","2789.005","2893.477","2138.585","1083.505","1222.723"
"IMF.RES:WEO(9.0.0)","NGA.LP.A","OBS_VALUE","Nigeria","Population, Persons for countries / Index for country groups","Annual","Millions","204.939","209.486","213.996","218.529","223.151","227.883","232.679","237.577"
"IMF.RES:WEO(9.0.0)","SYC.LP.A","OBS_VALUE","Seychelles","Population, Persons for countries / Index for country groups","Annual","Millions","0.109","0.111","0.114","0.116","0.119","0.121","0.124","0.125"
"IMF.RES:WEO(9.0.0)","SOM.NGDPDPC.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","563.115","602.186","583.956","624.408","653.449","683.343","737.011","763.802"
"IMF.RES:WEO(9.0.0)","SEN.LP.A","OBS_VALUE","Senegal","Population, Persons for countries / Index for country groups","Annual","Millions","15.854","16.296","16.744","17.204","17.676","18.162","18.661","19.173"
"IMF.RES:WEO(9.0.0)","SEN.NGDPDPC.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1458.730","1436.209","1467.158","1600.534","1575.162","1690.414","1759.285","1935.868"
"IMF.RES:WEO(9.0.0)","SYC.PCPIPCH.A","OBS_VALUE","Seychelles","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.702","1.807","1.203","9.770","2.625","-1.035","0.311","0.298"
"IMF.RES:WEO(9.0.0)","SEN.BCA_NGDPD.A","OBS_VALUE","Senegal","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.808","-7.919","-11.872","-12.090","-19.948","-19.780","-11.279","-5.593"
"IMF.RES:WEO(9.0.0)","SLE.LP.A","OBS_VALUE","Sierra Leone","Population, Persons for countries / Index for country groups","Annual","Millions","7.555","7.732","7.913","8.095","8.277","8.461","8.642","8.820"
"IMF.RES:WEO(9.0.0)","SLE.PCPIPCH.A","OBS_VALUE","Sierra Leone","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","16.030","14.805","13.447","11.874","27.209","47.716","28.429","7.606"
"IMF.RES:WEO(9.0.0)","STP.LP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","0.210","0.213","0.217","0.222","0.226","0.231","0.236","0.240"
"IMF.RES:WEO(9.0.0)","ZWE.PCPIPCH.A","OBS_VALUE","Zimbabwe","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","10.607","255.292","557.210","98.546","193.399","667.361","736.106","81.438"
"IMF.RES:WEO(9.0.0)","ZWE.BCA_NGDPD.A","OBS_VALUE","Zimbabwe","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.559","2.314","1.698","0.664","0.628","0.304","1.020","3.982"
"IMF.RES:WEO(9.0.0)","RWA.LP.A","OBS_VALUE","Rwanda","Population, Persons for countries / Index for country groups","Annual","Millions","12.090","12.374","12.663","12.956","13.246","13.499","13.857","14.162"
"IMF.RES:WEO(9.0.0)","RWA.BCA_NGDPD.A","OBS_VALUE","Rwanda","Current account balance (credit less debit), Percent of GDP","Annual","Units","-10.101","-11.702","-11.702","-10.731","-9.023","-11.376","-12.096","-12.952"
"IMF.RES:WEO(9.0.0)","STP.PCPIPCH.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","7.873","7.716","9.820","8.138","18.113","21.148","14.352","0.920"
"IMF.RES:WEO(9.0.0)","ZWE.NGDPDPC.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3602.040","2605.119","2564.733","3295.669","2992.861","2669.219","2892.742","3080.360"
"IMF.RES:WEO(9.0.0)","SYC.BCA_NGDPD.A","OBS_VALUE","Seychelles","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.352","-2.847","-12.521","-10.497","-7.599","-6.407","-7.883","-6.454"
"IMF.RES:WEO(9.0.0)","RWA.NGDPDPC.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","798.238","850.059","828.244","868.329","1037.565","1096.761","1090.477","1127.888"
"IMF.RES:WEO(9.0.0)","NAM.BCA_NGDPD.A","OBS_VALUE","Namibia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.553","-1.765","3.913","-10.786","-12.590","-15.158","-14.164","-13.176"
"IMF.RES:WEO(9.0.0)","SSD.NGDPDPC.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","252.819","387.936","506.925","546.712","683.461","644.485","388.237","470.312"
"IMF.RES:WEO(9.0.0)","SDN.LP.A","OBS_VALUE","Sudan","Population, Persons for countries / Index for country groups","Annual","Millions","41.985","43.222","44.345","45.498","46.681","47.895","49.140","50.418"
"IMF.RES:WEO(9.0.0)","SSD.PCPIPCH.A","OBS_VALUE","South Sudan, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","83.396","49.288","23.984","30.229","-3.210","39.666","99.810","97.616"
"IMF.RES:WEO(9.0.0)","SYC.NGDPDPC.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16302.516","16754.104","12144.900","12788.605","16819.662","17916.827","18040.084","18479.161"
"IMF.RES:WEO(9.0.0)","SLE.BCA_NGDPD.A","OBS_VALUE","Sierra Leone","Current account balance (credit less debit), Percent of GDP","Annual","Units","-9.255","-7.793","-5.843","-7.295","-6.348","-9.474","-6.893","-5.082"
"IMF.RES:WEO(9.0.0)","SOM.LP.A","OBS_VALUE","Somalia","Population, Persons for countries / Index for country groups","Annual","Millions","13.981","14.373","14.775","15.189","15.614","16.051","16.501","16.963"
"IMF.RES:WEO(9.0.0)","SLE.NGDPDPC.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","845.885","843.132","844.456","885.318","860.397","756.516","806.512","874.098"
"IMF.RES:WEO(9.0.0)","SOM.BCA_NGDPD.A","OBS_VALUE","Somalia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.178","-9.666","-4.678","-7.055","-8.592","-8.875","-9.146","-9.485"
"IMF.RES:WEO(9.0.0)","SEN.PCPIPCH.A","OBS_VALUE","Senegal","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.455","1.020","2.529","2.173","9.702","5.939","0.802","1.441"
"IMF.RES:WEO(9.0.0)","TGO.BCA_NGDPD.A","OBS_VALUE","Togo","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.630","-0.793","-0.277","-2.186","-3.279","-3.764","-2.436","-1.016"
"IMF.RES:WEO(9.0.0)","TGO.PCPIPCH.A","OBS_VALUE","Togo","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.928","0.687","1.842","4.540","7.620","5.302","2.876","0.419"
"IMF.RES:WEO(9.0.0)","TUN.NGDPDPC.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3628.103","3528.850","3548.828","3885.381","3679.741","3978.521","4181.062","4663.596"
"IMF.RES:WEO(9.0.0)","TZA.NGDPDPC.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","997.096","1038.694","1086.841","1131.561","1198.876","1229.705","1207.029","1291.703"
"IMF.RES:WEO(9.0.0)","SSD.LP.A","OBS_VALUE","South Sudan, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","10.123","10.423","10.698","10.866","11.021","11.483","11.943","12.189"
"IMF.RES:WEO(9.0.0)","SWZ.BCA_NGDPD.A","OBS_VALUE","Eswatini, Kingdom of","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.351","3.787","6.803","2.643","-2.726","2.169","1.613","-0.564"
